SegmentID,IntersectingSegments
655975,655976,
655976,6711210,
6711210,1224898,
1224898,1224890,
1224890,1224889,
1224889,1224888,
1224888,1224887,
1224887,1224886,
1224886,1224900,
1224900,1554902,
1554902,1554904,
1554904,1554903,
1554903,1554905,
1554905,1554906,
1554906,1554901,
1554901,1554884,
1554884,1554883,
1554883,649829,
649829,649828,
649828,793299,
793299,793300,
793300,649825,
649825,649824,
649824,649827,
649827,649826,
649826,381967,
381967,656006,
656006,656005,
656005,656004,
656004,656008,
656008,656007,
656007,645945,
645945,645944,
645944,2191460,
2191460,2191459,
2191459,2191458,
2191458,2191461,
2191461,6160254,
6160254,6160255,
6160255,656009,
656009,656013,
656013,656012,
656012,656011,
656011,656010,
656010,797218,
797218,797226,
797226,1552827,
1552827,1552829,
1552829,1552828,
1552828,656024,
656024,656023,
656023,656022,
656022,649561,
649561,656361,
656361,656360,
656360,656359,
656359,656358,
656358,656364,
656364,656363,
656363,656362,
656362,649524,
649524,877897,
877897,877896,
877896,877895,
877895,877904,
877904,877903,
877903,877902,
877902,877901,
877901,877900,
877900,877899,
877899,877898,
877898,656872,
656872,
380239,866585,
866585,866584,
866584,877914,
877914,877913,
877913,877912,
877912,877911,
877911,877910,
877910,877909,
877909,877908,
877908,877907,
877907,381384,
381384,645939,
645939,645938,
645938,649536,
649536,649535,
649535,649534,
649534,649533,
649533,649537,
649537,649544,
649544,649543,
649543,649542,
649542,797228,
797228,797230,
797230,797229,
797229,797231,
797231,797227,
797227,797222,
797222,797221,
797221,797220,
797220,797219,
797219,1552835,
1552835,1552834,
1552834,381956,
381956,2191455,
2191455,2187656,
2187656,2187655,
2187655,2187654,
2187654,2187653,
2187653,382493,
382493,382509,
382509,382508,
382508,649804,
649804,649803,
649803,649802,
649802,649805,
649805,649806,
649806,382582,
382582,382581,
382581,655988,
655988,655987,
655987,794025,
794025,1554879,
1554879,1554878,
1554878,1554887,
1554887,1554886,
1554886,1554885,
1554885,1554882,
1554882,1555958,
1555958,1556537,
1556537,1556536,
1556536,1556535,
1556535,1556532,
1556532,1556531,
1556531,1556530,
1556530,1556529,
1556529,1556528,
1556528,383120,
383120,1554856,
1554856,1554855,
1554855,650186,
650186,650185,
650185,650184,
650184,650183,
650183,650182,
650182,650181,
650181,655968,
655968,655967,
655967,655966,
655966,1552866,
1552866,1552865,
1552865,1552863,
1552863,1552862,
1552862,1589226,
1589226,1589225,
1589225,1589224,
1589224,1589223,
1589223,1589222,
1589222,1589221,
1589221,1589220,
1589220,378545,
378545,378563,
378563,1555989,
1555989,1550383,
1550383,1589229,
1589229,1589228,
1589228,1589227,
1589227,378153,
378153,378174,
378174,657074,
657074,657073,
657073,1227477,
1227477,1227476,
1227476,1227475,
1227475,1227474,
1227474,1227473,
1227473,1227472,
1227472,657069,
657069,656743,
656743,656742,
656742,656741,
656741,774563,
774563,774562,
774562,774561,
774561,656735,
656735,648720,
648720,648719,
648719,379313,
379313,379312,
379312,1552788,
1552788,1552787,
1552787,1552786,
1552786,775173,
775173,775172,
775172,775171,
775171,657217,
657217,1554754,
1554754,1554753,
1554753,657218,
657218,1550677,
1550677,1550676,
1550676,1550675,
1550675,1550674,
1550674,1552422,
1552422,1552421,
1552421,6656740,
6656740,6703892,
6703892,647638,
647638,647637,
647637,2063427,
2063427,2063426,
2063426,2063425,
2063425,2063424,
2063424,2161401,
2161401,2161400,
2161400,2161399,
2161399,2161398,
2161398,2161397,
2161397,645982,
645982,648173,
648173,773084,
773084,7057358,
7057358,7057357,
7057357,7057356,
7057356,2063548,
2063548,2063547,
2063547,2063546,
2063546,791511,
791511,645974,
645974,631784,
631784,631341,
631341,631340,
631340,631339,
631339,631318,
631318,646975,
646975,646974,
646974,646973,
646973,7002348,
7002348,7002347,
7002347,7002346,
7002346,7002345,
7002345,7002344,
7002344,7002343,
7002343,630670,
630670,630672,
630672,630671,
630671,656885,
656885,7002342,
7002342,7002341,
7002341,7002340,
7002340,7002339,
7002339,7002338,
7002338,7002337,
7002337,6784278,
6784278,645959,
645959,866589,
866589,1556073,
1556073,1556072,
1556072,1556071,
1556071,1556070,
1556070,1556069,
1556069,396279,
396279,396278,
396278,772306,
772306,772305,
772305,1577910,
1577910,1577911,
1577911,646596,
646596,646595,
646595,646594,
646594,646593,
646593,646592,
646592,646591,
646591,646590,
646590,646589,
646589,789219,
789219,1577898,
1577898,1577899,
1577899,5651954,
5651954,789216,
789216,789215,
789215,789214,
789214,647736,
647736,647735,
647735,647734,
647734,647733,
647733,647732,
647732,647731,
647731,645871,
645871,645869,
645869,647748,645874,
647748,647747,
647747,647746,
647746,645846,
645846,645845,
645845,645844,
645844,6802900,
6802900,6630429,
6630429,647474,
647474,647473,
647473,5581825,
5581825,5581824,
5581824,5581823,
5581823,647471,
647471,2192119,
2192119,647472,
647472,5667097,
5667097,5667096,
5667096,786440,
786440,786439,
786439,786438,
786438,786437,
786437,647787,
647787,647786,
647786,647785,
647785,647784,
647784,647783,
647783,647782,
647782,647781,
647781,647780,
647780,647779,
647779,788301,
788301,788300,
788300,788299,
788299,2141646,
2141646,2141645,
2141645,2141644,
2141644,1557897,
1557897,644968,
644968,644967,
644967,646920,
646920,646919,
646919,1557324,
1557324,1557323,
1557323,1557322,
1557322,6611106,
6611106,6611105,
6611105,795224,
795224,795223,
795223,795222,
795222,646904,
646904,646903,
646903,646902,
646902,646901,
646901,646900,
646900,646899,
646899,1548813,
1548813,1548814,
1548814,2203929,
1561612,5859013,
5859013,5859012,
5859012,5859011,
5859011,4103173,
4103173,4103172,
4103172,4103171,
4103171,4103170,
4103170,4103169,
4103169,4103168,
4103168,4103167,
4103167,2887091,
2887091,2887090,
2887090,2887089,
2887089,2887088,
2887088,2887087,
2887087,2887086,
2887086,2887085,
2887085,2887084,
2887084,4150868,
4150868,4150867,
4150867,4150866,
4150866,4150865,
4150865,4150864,
4150864,4150863,
4150863,4150862,
4150862,4150861,
4150861,4172880,
4172880,4172879,
4172879,4172878,
4172878,4172877,
4172877,2498030,
2498030,2498029,
2498029,6183644,
6183644,6183643,
6183643,4168533,
4168533,4168532,
4168532,4168531,
4168531,4103438,
4103438,4103437,
4103437,4103436,
4103436,4168575,
4168575,4168574,
4168574,2892753,
2892753,2892752,
2892752,4103485,
4103485,4103484,
4103484,4103483,
4103483,4168646,
4168646,4172690,
4172690,4172689,
4172689,4172688,
4172688,4172687,
4172687,4103488,
4103488,4103487,
4103487,4103486,
4103486,4172605,
4172605,2434950,
2434950,2434949,
2434949,2434948,
2434948,1562382,
1562382,1562381,
1562381,1562380,
1562380,1562379,
1562379,1562378,
1562378,1562413,
1562413,1562412,
1562412,1562411,
1562411,4120172,
4120172,4120171,
4120171,4120170,
4120170,4120169,
4120169,4120220,
4120220,4120219,
4120219,4120218,
4120218,4120217,
4120217,4120216,
4120216,4120215,
4120215,965950,
965950,4125026,
4125026,4125025,
4125025,4125024,
4125024,4125023,
4125023,4103519,
4103519,4103518,
4103518,4103517,
4103517,4103516,
4103516,4103515,
4103515,1576580,
1576580,1575579,
1575579,779341,
779341,779340,
779340,779339,
779339,5574784,
5574784,5574783,
5574783,4107453,
4107453,4107452,
4107452,4107385,
4107385,4107384,
4107384,2193400,
2193400,2193399,
2193399,2193398,
2193398,4140515,
4140515,4140514,
4140514,4140513,
4140513,4140512,
4140512,4140511,
4140511,1576525,
1576525,2892672,
2892672,2892671,
2892671,2892670,
2892670,4120347,
4120347,4115459,4120346,
4120346,6542555,1569523,
1569523,1569510,
1569510,4139832,
4139832,4139831,
4139831,4139830,
4139830,2196993,
2196993,2196992,
2196992,2196996,
2196996,2196995,
2196995,2196994,
2196994,2151015,
2151015,2181552,
2181552,2181551,
2181551,2181550,
2181550,2181549,
2181549,2151037,
2151037,2151036,
2151036,2151035,
2151035,2151034,
2151034,2155192,
2155192,2155193,
2155193,2155211,
2155211,2155210,
2155210,2155209,
2155209,2155208,
2155208,783201,
783201,783200,
783200,5785417,
5785417,5785418,
5785418,973821,
973821,1559676,
1559676,1559677,
1559677,1566869,
1566869,392825,
392825,783738,
783738,783737,
783737,1566889,
1566889,1566888,
1566888,1566891,
1566891,1566890,
1566890,785566,
785566,392185,
392185,1577268,
1577268,1577270,
1577270,1577269,
1577269,1577279,
1577279,1577281,
1577281,1577280,
1577280,1577261,
1577261,1555762,
1555762,1555751,
1555751,1555750,
1555750,1555741,
1555741,1555660,
1555660,392128,
392128,646150,
646150,646149,
646149,1577180,
1577180,1577179,
1577179,1577182,
1577182,1577181,
1577181,1555195,
1555195,2193482,
2193482,2193481,
2193481,2193485,
2193485,2193484,
2193484,2193483,
2193483,1576251,
1576251,1576252,
1576252,1576240,
1576240,1576239,
1576239,1576242,
1576242,1576241,
1576241,1575739,
1575739,1575740,
1575740,890146,
890146,890145,
890145,646141,
646141,646140,
646140,646139,
646139,646145,
646145,646144,
646144,646143,
646143,646142,
646142,796785,
796785,796784,
796784,6587474,
6587474,6587475,
6587475,7011227,
7011227,7017933,
7017933,7017932,
7017932,7017931,
7017931,644046,
644046,1570650,
1570650,1570651,
1570651,791619,
791619,791620,
791620,390822,
390822,390821,
390821,390820,
390820,646160,
646160,646159,
646159,646162,
646162,646161,
646161,390729,
390729,390728,
390728,390727,
390727,888376,
888376,1576228,
1576228,1576230,
1576230,1576229,
1576229,646500,
646500,646499,
646499,646506,
646506,646505,
646505,646508,
646508,646507,
646507,389914,
389914,389913,
389913,389912,
389912,389862,
389862,1569934,
1569934,1569936,
1569936,1569935,
1569935,793351,
793351,793352,
793352,893279,6117029,
6117029,6117030,
6117030,389336,646514,
646514,1577330,
1577330,1577329,
1577329,1577333,
1577333,1577332,
1577332,1577331,
1577331,1577314,
1577314,1577313,
1577313,1577304,
1577304,1577303,
1577303,646518,
646518,646519,
646519,646520,
646520,646521,
646521,388671,
388671,388670,
388670,646526,
646526,646525,
646525,646527,
646527,646528,
646528,1569430,
1569430,1569447,
1569447,1569446,
1569446,5625279,
5625279,5625280,
5625280,1569445,
1569445,1569444,
1569444,5625289,
5625289,5625288,
5625288,796257,
796257,796256,
796256,5613065,
5613065,5613064,
5613064,646561,
646561,646560,
646560,387972,
387972,387949,
387949,387938,
387938,387925,
387925,387913,
387913,387912,
387912,387911,
387911,1552668,
1552668,2203926,
2203926,2203925,
2203925,2199461,
2199461,1552672,
1552672,1552671,
1552671,781516,
781516,796733,
796733,796734,
796734,398664,
398664,398637,
398637,1556742,
1556742,1556745,
1556745,1556744,
1556744,1556743,
1556743,1559387,
1559387,1559386,
1559386,1559389,
1559389,1559388,
1559388,1559379,
1559379,2203936,
2203936,2203935,
2203935,2203934,
2203934,2203933,
6109523,6109524,
6109524,1548807,
2203931,2203930,
1548802,1548801,
1548801,1548800,
1548800,1548798,
1548798,1548797,
1548797,1559412,
1559412,1559411,
1559411,1559410,
1559410,2141629,
2141629,2141628,
2141628,2141627,
2141627,2141626,
2141626,646567,
646567,1552691,
1552691,1552690,
1552690,1552660,
1552660,1552666,
1552666,1552674,
1552674,1552673,
1552673,2199460,
2199460,2199459,
2199459,2199458,
2199458,1552681,
1552681,1552680,
1552680,1552679,
1552679,1552678,
1552678,1552659,
1552659,646566,
646566,646565,
646565,646564,
646564,646563,
646563,646562,
646562,823671,
823671,1569432,
1569432,5625271,
5625271,5633047,
5633047,5633046,
5633046,5633048,
5633048,2199457,
2199457,2199456,
2199456,5625281,
5625281,5625282,
5625282,1569449,
1569449,1569448,
1569448,1569431,
1569431,388639,
388639,388638,
388638,646524,
646524,646523,
646523,1577379,
1577379,1577378,
1577378,1577377,
1577377,646522,
646522,388680,
388680,388687,
388687,646517,
646517,646516,
646516,646515,
646515,1577359,
1577359,1577358,
1577358,1577364,
1577364,1577363,
1577363,1577362,
1577362,1577361,
1577361,1577360,
1577360,389335,
389335,389353,6117032,
6117032,6117031,
6117031,6609775,791119,
791119,791118,
791118,1569884,
1569884,1569897,
1569897,1569896,
1569896,1569895,
1569895,389877,
389877,646513,
646513,646512,
646512,646511,
646511,646510,
646510,646509,
646509,646504,
646504,646503,
646503,646502,
646502,646501,
646501,389993,
389993,389992,
389992,1576232,
1576232,1576231,
1576231,888378,
888378,1575186,
1575186,1575185,
1575185,1575184,
1575184,1575183,
1575183,390765,
390765,390764,
390764,646158,
646158,646157,
646157,646156,
646156,646155,
646155,646154,
646154,791618,
791618,791617,
791617,646148,
646148,646147,
646147,646146,
646146,7011213,
7011213,7011212,
7011212,7011211,
7011211,7011210,
7011210,6587473,
6587473,6587472,
6587472,796775,
796775,796774,
796774,391491,
391491,391490,
391490,391489,
391489,391488,
391488,391516,
391516,391515,
391515,391514,
391514,890151,
890151,890150,
890150,1575238,
1575238,1575237,
1575237,1576272,
1576272,1576271,
1576271,1576270,
1576270,1576269,
1576269,1555142,
1555142,1555141,
1555141,5559651,
5559651,5559650,
5559650,5559649,
5559649,2140366,
2140366,1555194,
1555194,1577260,
1577260,1577259,
1577259,1577258,
1577258,1577257,
1577257,646152,
646152,646151,
646151,646153,
646153,1555149,
1555149,1577166,
1577166,1577165,
1577165,1577164,
1577164,1577163,
1577163,6564920,
6564920,6564919,
6564919,1577285,
1577285,1577284,
1577284,1567678,
1567678,1567677,
1567677,1567676,
1567676,392192,
392192,6542566,
6542566,6542565,
6542565,1566909,
1566909,1566908,
1566908,1566907,
1566907,1566906,
1566906,783308,
783308,783307,
783307,1566905,
1566905,1559679,
1559679,1559678,
1559678,973820,
973820,973819,
973819,783199,
783199,783198,
783198,783197,
783197,2162392,
2162392,2162391,
2162391,2162390,
2162390,2162389,
2162389,2162388,
2162388,2162387,
2162387,2162386,
2162386,2162385,
2162385,2177866,
2177866,2177865,
2177865,2177864,
2177864,2177863,
2177863,2173042,
2173042,2173041,
2173041,2173040,
2173040,2162372,
2162372,2173068,
2173068,2173067,
2173067,2173066,
2173066,2169466,
2169466,2169465,
2169465,4144123,
4144123,4144122,
4144122,4139843,
4139843,1569529,
1569529,4120267,4120381,
4120381,6542554,4120380,
4120380,2892692,
2892692,2892691,
2892691,2248107,
2248107,2248106,
2248106,4144997,
4144997,4144996,
4144996,4144995,
4144995,4144994,
4144994,4144993,
4144993,2189408,
2189408,2189407,
2189407,2189406,
2189406,4111960,
4111960,4111959,
4111959,4111958,
4111958,4111957,
4111957,1576510,
1576510,1575993,
1575993,1575992,
1575992,1575991,
1575991,1575990,
1575990,1576584,
1576584,4103514,
4103514,4103513,
4103513,4103512,
4103512,4103501,
4103501,4103500,
4103500,4103499,
4103499,4125053,
4125053,4125052,
4125052,4125051,
4125051,4103490,
4103490,4103489,
4103489,990367,
990367,4124914,
4124914,4124913,
4124913,4124912,
4124912,4120265,
4120265,4120264,
4120264,4120263,
4120263,4120262,
4120262,4120261,
4120261,4120260,
4120260,4120259,
4120259,1562430,
1562430,1562429,
1562429,1562428,
1562428,1562427,
1562427,1562426,
1562426,1562425,
1562425,1562424,
1562424,1562423,
1562423,1562422,
1562422,2434941,
2434941,2434940,
2434940,2434939,
2434939,4172614,
4172614,4103468,
4103468,4103467,
4103467,4103466,
4103466,4103459,
4103459,4103458,
4103458,4103457,
4103457,4103456,
4103456,4103449,
4103449,4103448,
4103448,2892747,
2892747,2892746,
2892746,4168617,
4168617,4168616,
4168616,4172883,
4172883,4172882,
4172882,4172881,
4172881,4168615,
4168615,4168614,
4168614,6183646,
6183646,6183645,
6183645,2498028,
2498028,2498027,
2498027,4172822,
4172822,4172821,
4172821,4172820,
4172820,4172819,
4172819,4172730,
4172730,4150876,
4150876,4150875,
4150875,4150874,
4150874,4150873,
4150873,4150872,
4150872,4150871,
4150871,4150870,
4150870,4150869,
4150869,2887108,
2887108,2887107,
2887107,2887106,
2887106,2887105,
2887105,2887104,
2887104,2887103,
2887103,2887102,
2887102,2887101,
2887101,2887100,
2887100,2887099,
2887099,4106981,
4106981,4106980,
4106980,4106979,
4106979,4106978,
4106978,4106977,
4106977,5858996,
5858996,5858995,
5858995,5858994,
5858994,4106984,
4106984,4106983,
4106983,
6219396,6219403,
6219403,6219402,
6219402,6219401,
6219401,6219400,
6219400,6219399,
6219399,6219398,
6219398,6219397,
6219397,5963008,
5963008,5963007,
5963007,5702484,
5702484,5702483,
5702483,5702482,
5702482,5702481,
5702481,5702480,
5702480,6857342,
6857342,6857341,
6857341,6857340,
6857340,6857349,
6857349,6857348,
6857348,6857347,
6857347,6857346,
6857346,6857345,
6857345,6857344,
6857344,6857343,
6857343,6155559,
6155559,6155558,
6155558,6155562,
6155562,6155561,
6155561,6155560,
6155560,5605581,
5605581,5605580,
5605580,5605584,
5605584,5605583,
5605583,5605582,
5605582,5702619,
5702619,5702618,
5702618,5702617,
5702617,5702622,
5702622,5702621,
5702621,5702620,
5702620,5611668,
5611668,5611659,
5611659,5611658,
5611658,5611662,
5611662,5611661,
5611661,5611660,
5611660,5611665,
5611665,5611664,
5611664,5611663,
5611663,5702703,
5702703,5605341,
5605341,5605340,
5605340,5605339,
5605339,5605338,
5605338,5605337,
5605337,5605352,
5605352,5605351,
5605351,5605350,
5605350,5617272,
5617272,5617274,
5617274,5617273,
5617273,5617271,
5617271,5617270,
5617270,5617269,
5617269,5617268,
5617268,5605443,
5605443,5605479,
5605479,5605478,
5605478,5605477,
5605477,5605476,
5605476,5605475,
5605475,5605474,
5605474,5605473,
5605473,5605472,
5605472,5605471,
5605471,5605470,
5605470,5605469,
5605469,6117037,
6117037,6117038,
6117038,1602678,
1602678,1602677,
1602677,1602680,
1602680,1602679,
1602679,646181,
646181,646180,
646180,646179,
646179,646182,
646182,646183,
646183,389226,
389226,389225,
389225,389224,
389224,6948671,
6948671,6948670,
6948670,6948672,
6948672,1576729,
1576729,1576728,
1576728,3591454,
1576731,1576730,
1576730,389223,
389223,389222,
389222,389221,
389221,646498,
646498,646497,
646497,646496,
646496,646495,
646495,646494,
646494,646178,
646178,646177,
646177,646176,
646176,646175,
646175,1602685,
1602685,1602684,
1602684,1602683,
1602683,1602682,
1602682,1602681,
1602681,389284,
389284,5605489,
5605489,5605488,
5605488,5605487,
5605487,5605486,
5605486,5605485,
5605485,5605484,
5605484,5605483,
5605483,5605482,
5605482,5605481,
5605481,5605480,
5605480,5605441,
5605441,5605440,
5605440,5605439,
5605439,5605334,
5605334,5702728,
5702728,5605356,
5605356,5605355,
5605355,5605354,
5605354,5605353,
5605353,5617290,
5617290,5617289,
5617289,5617288,
5617288,5617287,
5617287,5617286,
5617286,5617285,
5617285,5617284,
5617284,5617283,
5617283,5702702,
5702702,5702701,
5702701,5702700,
5702700,5702616,
5702616,5702615,
5702615,5702614,
5702614,5611667,
5611667,5611666,
5611666,5702611,
5702611,5702610,
5702610,5702609,
5702609,5702608,
5702608,5702607,
5702607,5702606,
5702606,5702605,
5702605,5702594,
5702594,5702593,
5702593,5702590,
5702590,5702589,
5702589,6155557,
6155557,6155556,
6155556,6155555,
6155555,6155554,
6155554,6155553,
6155553,6857357,
6857357,6857356,
6857356,6857355,
6857355,6857354,
6857354,6857353,
6857353,6857352,
6857352,6857351,
6857351,6857350,
6857350,5702490,
5702490,5702489,
5702489,5702488,
5702488,5702487,
5702487,5702486,
5702486,5702485,
5702485,5963006,
5963006,5963005,
5963005,6219419,
6219419,6219418,
6219418,6219417,
6219417,6219416,
6219416,6219415,
6219415,6219414,
6219414,6219413,
6219413,6219406,
6219406,6219405,
6219405,6219404,
6219404,5702475,
1577355,1577354,
1577354,1577353,
1577353,1577352,
1577352,1577351,
1577351,1577357,
1577357,1577356,
1577356,5613131,
5613131,5613130,
5613130,5613129,
5613129,5613128,
5613128,5613127,
5613127,5613132,
5613132,5613133,
5613133,5613135,
5613135,5613134,
5613134,646559,
646559,646558,
646558,646557,
646557,1553773,
1553773,1553772,
1553772,1554666,
1554666,1554665,
1554665,6098032,
6098032,1553782,
1553782,6119907,
6119907,6119908,
6119908,1554638,
1554638,1553777,
1553777,2183040,
2183040,2183044,
2183044,2183043,
2183043,2183042,
2183042,2183041,
2183041,646541,
646541,646540,
646540,646542,
646542,644488,
644488,644490,
644490,644493,
644493,646548,
646548,644898,
644898,644899,
644899,644900,
644900,648075,
648075,648074,
648074,648073,
648073,648072,
648072,648071,
648071,1575168,
1575168,1575171,
1575171,1575170,
1575170,1575169,
1575169,1550312,
1550312,1550311,
1550311,1551058,1550313,
1550313,1550316,
1550316,1551056,1550315,
1550315,1550307,
1550307,1550306,
1550306,1550305,
1550305,1550304,
1550304,1550296,
1550296,1550295,
1550295,1550294,
1550294,6710573,
6710573,6710572,
6710572,6710575,
6710575,6710574,
6710574,6790507,
6790507,1556714,
1556714,1556713,
1556713,1556712,
1556712,6119958,
6119958,6119957,
6119957,6119959,
6119959,6790505,
6790505,6790506,
6790506,4155959,
4155959,6792342,
6792342,4155954,
4155954,4155957,
4155957,4155956,
4155956,4155955,
4155955,648077,
648077,648076,
648076,794024,
794024,1556064,
1556064,1556063,
1556063,1556066,
1556066,1556065,
1556065,1556056,
1556056,1556055,
1556055,1549517,
1549517,6119984,
6119984,6119983,
6119983,6119982,
6119982,646661,
646661,646660,
646660,646363,
646363,642045,
642045,1574998,
1574998,1574997,
1574997,1574996,
1574996,1575001,
1575001,1575000,
1575000,1574999,
1574999,794002,
794002,794005,
794005,794004,
794004,794003,
794003,1575043,
1575043,1575042,
652604,652923,
1575042,1575041,
1575041,1575045,
1575045,1575044,
1575044,391153,
391153,391127,391066,
391127,391120,
391120,391119,391142,
391119,794012,
794012,1589231,
1589231,1589230,
1589230,1589237,
1589237,1589236,
1589236,1589240,
1589240,1589239,
1589239,1589238,
1589238,388289,
388289,646736,
646736,646737,
646737,646740,
646740,646741,
646741,387598,
387598,387597,
387597,387596,
387596,387595,
387595,387594,
387594,396787,
396787,396786,
396786,396785,
396785,396784,
396784,6949338,
6949338,6949337,
6949337,6949336,
6949336,6949335,
6949335,6949334,
6949334,6949340,
6949340,6949339,
6949339,381295,
381295,380700,648295,
380700,380697,
380697,1591326,381234,
1591326,1591325,
1591325,1595841,
1595841,1595840,
1595840,1595839,
1595839,1595838,
1595838,1595843,
1595843,1595842,
1595842,6236397,
6236397,6236400,
6236400,6236399,
6236399,6236398,
6236398,648497,
648497,648496,
648496,1604755,
1604755,1604754,
1604754,1604753,
1604753,1604752,
1604752,2137895,
2137895,2137898,
2137898,2137897,
2137897,2137896,
2137896,1604751,
1604751,1604750,
1604750,6749016,
6749016,6749015,
6749015,6749014,
6749014,6749018,
6749018,6749017,
6749017,6749010,
6749010,6749009,
6749009,6749013,
6749013,6749012,
6749012,6749011,
6749011,6738555,
6738555,6738554,
6738554,6738553,
6738553,6749006,
6749006,6749007,
6749007,6749008,
6749008,6749005,
6749005,6749004,
6749004,6749003,
6749003,1560075,
1560075,1560074,
1560074,1560065,
1560065,1560064,
1560064,1560063,
1560063,1560062,
1560062,1560061,
1560061,823670,
823670,2162064,
2162064,2162063,
2162063,2162062,
2162062,6801765,
6801765,6767650,
6767650,6767649,
6767649,6767648,
6767648,6767647,
6767647,6801764,
6801764,6679463,
6679463,6679464,
6679464,648474,
648474,1556792,
1556792,1556793,2432003,
1556793,1556794,
1556794,384767,1556789,
384767,384766,
384766,384765,
384765,2427325,
2427325,2427324,
2427324,2427326,
2427326,5690922,
5690922,5690921,
5690921,5690920,
5690920,5690919,
5690919,5690918,
5690918,5690917,
5690917,5690916,
5690916,4150957,
4150957,4150956,
4150956,4150959,
4150959,4150958,
4150958,2144451,
2144451,640581,
640581,640580,
640580,640584,
640584,640567,
640567,640568,
640568,370296,
370296,370295,
370295,2368140,
2368140,2368141,
2368141,2368149,
2368149,2368150,
2368150,2178132,
2178132,2178131,
2178131,2178130,
2178130,2481559,
2481559,2481558,
2481558,2481560,
2481560,873511,
873511,873512,
873512,873510,
873510,2178135,
2178135,2178137,
2178137,2178136,
2178136,2162740,
2162740,2178134,
2178134,2178133,
2178133,2173531,
2173531,2173530,
2173530,2173532,
2173532,2173533,
2173533,652592,
652592,652591,
652591,652590,
652590,5829972,
5829972,5829971,
5829971,5829974,
5829974,5829973,
5829973,794515,
794515,794514,
794514,794513,
794513,794512,
794512,652593,
652593,652595,
652595,652594,
652594,368129,
368129,652597,
652597,652603,
652603,652602,
652602,377478,
377478,377376,
377376,376765,
376765,376767,
376767,652605,
652605,652604,
652923,652925,
652925,652924,
652924,376677,
376677,376676,
376676,652932,
652932,2427353,
2427353,2427355,
2427355,2427354,
2427354,5673263,
5673263,5673265,
5673265,5673264,
5673264,2386442,
2386442,2386441,
2386441,5673250,
5673250,5673252,
5673252,5673251,
5673251,376687,
376687,376686,
376686,1560346,
1560346,1560345,
1560345,1560344,
1560344,6895466,
6895466,6895465,
6895465,642430,
642430,6836219,
6836219,642467,
642467,6968036,
6968036,6968037,
6968037,377420,
377420,652971,
652971,652970,
652970,652973,
652973,652972,
652972,652979,
652979,652978,
652978,652982,
652982,652981,
652981,652980,
652980,6181126,
6181126,6181125,
6181125,6181124,
6181124,6181127,
6181127,652983,
652983,782047,
782047,782046,
782046,782045,
782045,782044,
782044,782042,
782042,2157177,
2157177,2157176,
2157176,2157175,
2157175,2157181,
2157181,2157180,
2157180,2157179,
2157179,2157178,
2157178,376155,
376155,2213699,
2213699,2213698,
2213698,2213697,
2213697,2213702,
2213702,2213701,
2213701,2213700,
2213700,2231278,
2231278,2231277,
2231277,5659275,
5659275,5659278,
5659278,5659277,
5659277,5659276,
5659276,
5659270,5659269,
5659269,5659268,
5659268,5659267,
5659267,2236004,
2236004,2236003,
2236003,2213642,
2213642,2213641,
2213641,2213640,
2213640,2213639,
2213639,2213638,
2213638,2213637,
2213637,2157187,
2157187,2157186,
2157186,2157185,
2157185,2157184,
2157184,2157183,
2157183,2157182,
2157182,642132,
642132,642131,
642131,642137,
642137,642140,
642140,642139,
642139,642138,
642138,652986,
652986,652985,
652985,652984,
652984,377379,
377379,377378,
377378,377377,
377377,652977,
652977,652976,
652976,652975,
652975,652974,
652974,652175,
652175,652174,
652174,652173,
652173,6968039,
6968039,6968038,
6968038,642468,
642468,6836220,
6836220,653266,
653266,653265,
653265,652969,
652969,652968,
652968,1560404,
1560404,1560403,
1560403,1560402,
1560402,652950,
652950,652949,
652949,5673235,
5673235,5673234,
5673234,5673233,
5673233,2415484,
2415484,2415483,
2415483,2415482,
2415482,5673276,
5673276,5673275,
5673275,5673274,
5673274,2431998,
2431998,2431997,
2431997,2431996,
2431996,652931,
652931,652930,
652930,652929,
652929,652928,
652928,652927,
652927,652926,
652926,376752,
376752,377462,
377462,377461,
377461,2402002,
2402002,2402003,
2402003,2410933,
2410933,2410934,
2410934,368126,
368126,652599,
652599,652598,
652598,652601,
652601,652600,
652600,652596,
652596,2410814,
2410814,2410813,
2410813,2410812,
2410812,2410811,
2410811,2410810,
2410810,5836054,
5836054,5836053,
5836053,5836056,
5836056,5836055,
5836055,792879,
792879,792878,
792878,792877,
792877,792876,
792876,792875,
792875,2162729,
2162729,2162728,
2162728,792872,
792872,792871,
792871,2159155,
2159155,2159154,
2159154,2159153,
2159153,2159144,
2159144,2162791,
2162791,2162781,
2162781,2162782,
2162782,2432006,
2432006,2432005,
2432005,2432004,
2432004,2159083,
2159083,2159082,
2159082,2159081,
2159081,2410554,
2410554,2410553,
2410553,2410552,
2410552,2410551,
2410551,2410550,
2410550,650461,
650461,650460,
650460,640628,
640628,640629,
640629,640585,
640585,640583,
640583,2144446,
2144446,4150967,
4150967,4150966,
4150966,4150965,
4150965,4150964,
4150964,2151201,
2151201,2151200,
2151200,2151199,
2151199,2151198,
2151198,2151197,
2151197,2151196,
2151196,2151195,
2151195,2447583,
2447583,5703558,
5703558,5703557,
5703557,5703556,
5703556,5703547,
5703547,5703546,
5703546,5703545,
5703545,1556788,
1556788,1556787,
1556787,1556784,
1556784,1556783,1556782,
1556783,652583,
